🇺🇸 🇨🇦 海外电视台,#genre#
中天亚洲台,http://50.7.220.74:8278/ctiasia_twn/playlist.m3u8?tid=MFFF9983745599837455&ct=19193&tsum=ee61e179a8c619a076c515514d68e24e
中天亚洲台,http://198.16.64.10:8278/ctiasia_twn/playlist.m3u8?tid=MC3C8838319088383190&ct=19226&tsum=6eaf7a477dd08b06a5dc54b4c05e52e1
非凡新闻,http://123.58.201.173:52411/test/lshotel.php?id=46
非凡商业,http://123.58.201.173:52411/test/lshotel.php?id=47 
三立新闻,http://158.101.151.82:9000/jmsytb.m3u8?c=9
三立新闻,http://123.58.201.173:52411/test/lshotel.php?id=43
三立新闻,http://140.238.155.232:9000/jmsytb.m3u8?c=23
壹新闻,http://123.58.201.173:52411/test/lshotel.php?id=50
镜新闻,http://tv.redrainl.site:9500/live.m3u8?c=28
寰宇新闻,http://158.101.151.82:9000/jmsytb.m3u8?c=14
寰宇新闻, http://www.yshmzmc.top/gtjm.php?id=live1222
寰宇新闻,http://123.58.201.173:52411/test/lshotel.php?id=49
寰宇新闻,http://tv.redrainl.site:9500/live.m3u8?c=22
年代新闻,http://123.58.201.173:52411/test/lshotel.php?id=39 
中视新闻,http://158.101.151.82:9000/jmsytb.m3u8?c=8
中视新闻,http://tv.redrainl.site:9500/live.m3u8?c=02
NOW新闻台,http://116.205.130.205:66/6/807tv.php?tid=gt&id=13
民视,http://123.58.201.173:52411/test/lshotel.php?id=4
民视,http://107.151.203.111:2209/135/us50.php?id=msk
台视,http://123.58.201.173:52411/test/lshotel.php?id=1
台视,http://107.151.203.111:2209/135/us50.php?id=tsk
中视,http://123.58.201.173:52411/test/lshotel.php?id=2
公视,http://123.58.201.173:52411/test/lshotel.php?id=5
华视,http://123.58.201.173:52411/test/lshotel.php?id=3
天映频道,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941618&extension=ts&play_token=kr082FQvzN
天映经典,http://198.16.64.10:8278/Celestial/playlist.m3u8?tid=MCFC1164333411643334&ct=19225&tsum=3668a5dd07515bbf30cfeebe267936ff
天映经典,http://198.16.64.10:8278/Celestial2/playlist.m3u8?tid=MD3D1210050512100505&ct=19225&tsum=d40ac484b1a904e59158bd911bbd8b89
天映经典,http://120.84.96.66:808/hls/85/index.m3u8
卫视中文台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941624&extension=ts&play_token=xmfFOBilCP
卫视电影台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941625&extension=ts&play_token=UX6nxpu1TT
星卫电影台, http://www.yshmzmc.top/gtjm.php?id=live1031
星卫电影台,http://123.58.201.173:52411/test/lshotel.php?id=54
龙祥时代,http://gxfrg007.8800.org:8282/tsfile/live/1048_1.m3u8
龙华电影,http://123.58.201.173:52411/test/lshotel.php?id=57
靖天戏剧台,http://www.336699.live:1935/blockfour/4gtv-4gtv045.stream/playlist.m3u8
靖天育乐台,http://www.336699.live:1935/blockfour/4gtv-4gtv062.stream/playlist.m3u8
靖天映画,http://www.336699.live:1935/blockfour/4gtv-4gtv055.stream/playlist.m3u8
靖天戏剧台,http://www.336699.live:1935/blockfour/4gtv-4gtv058.stream/playlist.m3u8
靖天卡通台,http://www.336699.live:1935/blockfour/4gtv-4gtv044.stream/playlist.m3u8
靖天欢乐台,http://www.336699.live:1935/blockfour/4gtv-4gtv054.stream/playlist.m3u8
靖天国际,http://www.336699.live:1935/blockfour/4gtv-4gtv063.stream/playlist.m3u8
采昌影剧,http://www.336699.live:1935/blockfour/4gtv-4gtv049.stream/playlist.m3u8
东森美洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156397&extension=ts&play_token=2fQZ7EF20L
东森卫视,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156394&extension=ts&play_token=UEKTIim7lP
东森财经新闻,http://123.58.201.173:52411/test/lshotel.php?id=48
东森财经新闻,http://tv.redrainl.site:9500/live.m3u8?c=55
三立财经,http://tv.redrainl.site:9500/live.m3u8?c=51
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8?zgangd
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
东森洋片,http://107.151.203.111:2209/135/hk.php?id=dsypt
纬來电影,http://123.58.201.173:52411/test/lshotel.php?id=56
中视菁采台,http://www.336699.live:1935/blockfour/4gtv-4gtv064.stream/playlist.m3u8
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571185&extension=ts&play_token=wD7CZpooiF
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941621&extension=ts&play_token=vFR5CkmzbA
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS42,http://158.101.151.82:9000/jmsytb.m3u8?c=4
原住民,http://streamipcf.akamaized.net/live/_definst_/live_720/chunklist_b1500.m3u8
原住民,http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4001/chunklist0.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
好莱坞电影,http://123.58.201.173:52411/test/lshotel.php?id=55
HBO,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571204&extension=ts&play_token=TQWwwF8fB9
HBO,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941648&extension=ts&play_token=U9qP9sjHUP
HBO,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=56057&extension=ts&play_token=pqlvbiUAPq
HBO HD,http://198.16.64.10:8278/hbohd_twn/playlist.m3u8?tid=ME9E5260921952609219&ct=19225&tsum=a904cd480db106670befb11d14149fce
HBO,http://198.16.64.10:8278/hbosignature_twn/playlist.m3u8?tid=MC5C5754321157543211&ct=19225&tsum=2b86077147813534b4cae6dd85bb3c4a
HBO2,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=56105&extension=ts&play_token=TYYmi0O3a2
HBO3,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=56104&extension=ts&play_token=HqqAESBfCa
STAR MOVIES,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=155727&extension=ts&play_token=zB1JWsM7AB
TLC, http://www.yshmzmc.top/gtjm.php?id=live1005
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
智林体育,http://www.336699.live:1935/blockfour/4gtv-4gtv101.stream/playlist.m3u8
好消息综合台,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
时尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
国家地理野生,https://sc.id-tv.kz/NatGeoWildHD_34_35.m3u8
动物星球, http://www.yshmzmc.top/gtjm.php?id=live1004
